MMAR_5491,tyrT,unknown
MMAR_1654,MMAR_1654,
MMAR_1656,hycD,
MMAR_1657,hycP,
MMAR_1675,MMAR_1675,
MMAR_1658,hycQ,
MMAR_1659,hycE,
MMAR_1660,MMAR_1660,
MMAR_1662,echA17,
MMAR_1663,MMAR_1663,
MMAR_1664,MMAR_1664,
MMAR_1665,MMAR_1665,
MMAR_1669,MMAR_1669,
MMAR_1670,MMAR_1670,
MMAR_1672,MMAR_1672,
MMAR_1674,MMAR_1674,
MMAR_1668,MMAR_1668,
MMAR_1969,pgsA3,
MMAR_1970,MMAR_1970,
MMAR_1972,MMAR_1972,
MMAR_1973,MMAR_1973,
MMAR_1961,thyX,
MMAR_1966,MMAR_1966,
MMAR_1975,MMAR_1975,
MMAR_1976,MMAR_1976,
MMAR_1981,MMAR_1981,
MMAR_1983,MMAR_1983,
MMAR_1985,MMAR_1985,
MMAR_2014,MMAR_2014,
MMAR_2015,MMAR_2015,
MMAR_1986,miaA,catalyzes the first step in the biosynthesis of 2-methylthio-n6-(delta(2)-isopentenyl)-adenosine adjacent to the anticodon of several tRNA species [catalytic activity: isopentenyl diphosphate + tRNA = pyrophosphate + tRNA containing 6-isopentenyladenosine].
MMAR_1979,MMAR_1979,
MMAR_1977,recA,"involved in regulation of nucleotide excision repair, in genetic recombination, and in induction of the SOS response. endonuclease which can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAS. it interacts with LexA causing its activation and leading to its autocatalytic cleavage."
MMAR_1994,MMAR_1994,
MMAR_2176,aroK,
MMAR_2030,arsA,
MMAR_2167,MMAR_2167,
MMAR_2168,MMAR_2168,
MMAR_2169,MMAR_2169,
MMAR_2172,MMAR_2172,
MMAR_2173,aroE,
MMAR_2174,MMAR_2174,
MMAR_2171,MMAR_2171,
MMAR_2069,MMAR_2069,
MMAR_2170,alaS,
MMAR_2212,MMAR_2212,
MMAR_3064,MMAR_3064,
MMAR_2180,pepQ,
MMAR_2182,nusB,
MMAR_2183,MMAR_2183,
MMAR_3894,MMAR_3894,
MMAR_3895,MMAR_3895,
MMAR_3897,MMAR_3897,
MMAR_3898,MMAR_3898,
MMAR_3947,MMAR_3947,
MMAR_3899,MMAR_3899,
MMAR_3900,MMAR_3900,
MMAR_3888,MMAR_3888,
MMAR_3889,MMAR_3889,
MMAR_3890,MMAR_3890,
MMAR_3891,MMAR_3891,
MMAR_3902,MMAR_3902,
MMAR_3904,MMAR_3904,
MMAR_3905,MMAR_3905,
MMAR_3909,MMAR_3909,
MMAR_3919,MMAR_3919,
MMAR_3948,MMAR_3948,
MMAR_3921,MMAR_3921,
MMAR_3923,MMAR_3923,
MMAR_3924,MMAR_3924,
MMAR_3925,MMAR_3925,
MMAR_3903,MMAR_3903,
MMAR_3927,MMAR_3927,
MMAR_3928,MMAR_3928,
MMAR_3929,MMAR_3929,
MMAR_3930,MMAR_3930,
MMAR_3931,MMAR_3931,
MMAR_3932,MMAR_3932,
MMAR_3933,MMAR_3933,
MMAR_3934,MMAR_3934,
MMAR_3935,MMAR_3935,
MMAR_3936,MMAR_3936,
MMAR_3937,MMAR_3937,
MMAR_3938,MMAR_3938,
MMAR_3939,MMAR_3939,
MMAR_3940,MMAR_3940,
MMAR_3942,MMAR_3942,
MMAR_3944,MMAR_3944,
MMAR_3950,MMAR_3950,
MMAR_3951,MMAR_3951,
MMAR_3952,MMAR_3952,
MMAR_3953,MMAR_3953,
MMAR_3954,MMAR_3954,
MMAR_3955,MMAR_3955,
MMAR_3956,bcp,
MMAR_3957,argE,
MMAR_3958,MMAR_3958,
MMAR_3959,MMAR_3959,
MMAR_3960,MMAR_3960,
MMAR_3962,fas,
MMAR_2659,MMAR_2659,
MMAR_2660,MMAR_2660,
MMAR_2661,MMAR_2661,
MMAR_2662,MMAR_2662,
MMAR_2675,esxN,
MMAR_2251,opcA,
MMAR_2666,cyp143A4,
MMAR_2667,MMAR_2667,
MMAR_2670,PE19_1,
MMAR_2671,PPE26,
MMAR_2672,MMAR_2672,
MMAR_2673,PE19,
MMAR_2674,esxM,
MMAR_2676,MMAR_2676,
MMAR_2254,tkt,"this enzyme, together with transaldolase, provides a link between the glycolytic and pentose-phosphate pathways. it catalyzes the reversible transfer of a two-carbon ketol unit from xylulose 5-phosphate to an aldose receptor [catalytic activity: sedoheptulose 7-phosphate + D-glyceraldehyde 3-phosphate = D-ribose 5-phosphate + D-xylulose 5-phosphate]"
MMAR_2681,PPE31_1,
MMAR_2682,MMAR_2682,
MMAR_5287,MMAR_5287,
MMAR_4846,MMAR_4846,
MMAR_5301,proV,
MMAR_5302,proX,
MMAR_5303,MMAR_5303,
MMAR_5309,MMAR_5309,
MMAR_5304,fadE36,
MMAR_5305,MMAR_5305,
MMAR_5311,fadE1_1,
MMAR_5312,MMAR_5312,
MMAR_5315,lpqH,
MMAR_5316,tcrY,
MMAR_5317,tcrX,
MMAR_5318,MMAR_5318,
MMAR_5320,MMAR_5320,
MMAR_5322,MMAR_5322,
MMAR_5324,MMAR_5324,
MMAR_2706,MMAR_2706,
MMAR_2707,MMAR_2707,
MMAR_2710,MMAR_2710,
MMAR_2711,MMAR_2711,
MMAR_2275,ctpD,
MMAR_2702,MMAR_2702,
MMAR_2300,MMAR_2300,
MMAR_2719,MMAR_2719,
MMAR_2720,MMAR_2720,
MMAR_2721,MMAR_2721,
MMAR_2722,ureA,
MMAR_2723,ureB,
MMAR_2733,omt,
MMAR_2734,MMAR_2734,
MMAR_2735,MMAR_2735,
MMAR_2749,MMAR_2749,
MMAR_2750,MMAR_2750,
MMAR_5319,MMAR_5319,
MMAR_5327,MMAR_5327,
MMAR_5328,MMAR_5328,
MMAR_5330,lipE,
MMAR_5332,MMAR_5332,
MMAR_5333,MMAR_5333,
MMAR_5334,MMAR_5334,
MMAR_5536,argU,
MMAR_5537,serT,
MMAR_5538,serU,
MMAR_5337,MMAR_5337,
MMAR_2586,MMAR_2586,
MMAR_5326,hisC2,
MMAR_5329,echA21,
MMAR_5339,MMAR_5339,
MMAR_5398,MMAR_5398,
MMAR_5340,MMAR_5340,
MMAR_5342,MMAR_5342,
MMAR_5343,MMAR_5343,
MMAR_5345,MMAR_5345,
MMAR_5346,rmlB_1,
MMAR_5347,MMAR_5347,
MMAR_5348,MMAR_5348,
MMAR_5349,MMAR_5349,
MMAR_5350,MMAR_5350,
MMAR_5351,MMAR_5351,
MMAR_5353,MMAR_5353,
MMAR_5354,MMAR_5354,
MMAR_5359,MMAR_5359,
MMAR_2593,MMAR_2593,
MMAR_5383,MMAR_5383,
MMAR_5374,erp,
MMAR_5373,glf,
MMAR_3122,MMAR_3122,
MMAR_3123,MMAR_3123,
MMAR_3120,pyrD,
MMAR_3116,MMAR_3116,
MMAR_3115,MMAR_3115,
MMAR_3127,MMAR_3127,
MMAR_3129,MMAR_3129,
MMAR_3130,MMAR_3130,
MMAR_3132,MMAR_3132,
MMAR_3133,fadD14_1,
MMAR_3134,MMAR_3134,
MMAR_3136,MMAR_3136,
MMAR_3128,MMAR_3128,
MMAR_3137,MMAR_3137,
MMAR_3138,MMAR_3138,
MMAR_3159,MMAR_3159,
MMAR_3966,maoC,
MMAR_p01,repA,
MMAR_p03,MMAR_p03,
MMAR_p04,MMAR_p04,
MMAR_p05,MMAR_p05,
MMAR_p06,MMAR_p06,
MMAR_p07,MMAR_p07,
MMAR_p08,MMAR_p08,
MMAR_p09,MMAR_p09,
MMAR_p10,merB,
MMAR_p11,merH,
MMAR_p12,merA,
MMAR_p13,MMAR_p13,
MMAR_p14,merT,
MMAR_p15,MMAR_p15,
MMAR_p16,MMAR_p16,
MMAR_p17,MMAR_p17,
MMAR_p18,MMAR_p18,
MMAR_p19,MMAR_p19,
MMAR_p20,MMAR_p20,
MMAR_p21,MMAR_p21,
MMAR_p22,MMAR_p22,
MMAR_p23,parA,
MMAR_p24,MMAR_p24,
MMAR_p25,MMAR_p25,
MMAR_p27,MMAR_p27,
MMAR_p30,MMAR_p30,
MMAR_p31,MMAR_p31,
MMAR_p32,MMAR_p32,
MMAR_p33,MMAR_p33,
MMAR_3160,MMAR_3160,
MMAR_4062,MMAR_4062,
MMAR_4063,cfp10A,
MMAR_4064,MMAR_4064,
MMAR_4085,MMAR_4085,
MMAR_4609,MMAR_4609,
MMAR_4600,MMAR_4600,
MMAR_0420,MMAR_0420,
MMAR_0515,hsp,
MMAR_0517,nirD,
MMAR_0518,MMAR_0518,
MMAR_4841,MMAR_4841,
MMAR_5060,MMAR_5060,
MMAR_5061,MMAR_5061,
MMAR_2872,MMAR_2872,
MMAR_5456,MMAR_5456,
MMAR_0722,MMAR_0722,
MMAR_0723,MMAR_0723,
MMAR_0724,MMAR_0724,
MMAR_0725,MMAR_0725,
MMAR_2308,MMAR_2308,
MMAR_4402,lpqV,
MMAR_0758,MMAR_0758,
MMAR_4356,MMAR_4356,
MMAR_2066,MMAR_2066,
MMAR_2068,MMAR_2068,
MMAR_0026,MMAR_0026,
MMAR_0027,thyA_1,
MMAR_0028,MMAR_0028,
MMAR_0003,recF,
MMAR_0004,MMAR_0004,
MMAR_0044,MMAR_0044,
MMAR_5488,alaT,
MMAR_5489,leuT,
MMAR_0009,MMAR_0009,
MMAR_1076,MMAR_1076,
MMAR_0029,MMAR_0029,
MMAR_0014,MMAR_0014,
MMAR_0053,MMAR_0053,
MMAR_0030,MMAR_0030,
MMAR_0031,MMAR_0031,
MMAR_0032,MMAR_0032,
MMAR_2283,MMAR_2283,
MMAR_0033,MMAR_0033,
MMAR_0035,MMAR_0035,
MMAR_0036,MMAR_0036,
MMAR_0037,MMAR_0037,
MMAR_0023,MMAR_0023,
MMAR_0039,MMAR_0039,
MMAR_3049,mmpS4_1,
MMAR_0040,MMAR_0040,
MMAR_0041,whiB5,
MMAR_0042,MMAR_0042,
MMAR_3447,MMAR_3447,
MMAR_3210,MMAR_3210,
MMAR_0043,MMAR_0043,
MMAR_0046,MMAR_0046,
MMAR_0047,MMAR_0047,
MMAR_0559,MMAR_0559,
MMAR_0048,MMAR_0048,
MMAR_0049,MMAR_0049,
MMAR_0050,MMAR_0050,
MMAR_0017,pknA,involved in signal transduction (via phosphorylation). thought to regulate morphological changes associated with cell division/differentiation process. phosphorylates at serine and threonine residues [catalytic activity: ATP + a protein = ADP + a phosphoprotein].
MMAR_0051,MMAR_0051,
MMAR_0018,pbpA,
MMAR_0019,rodA,
MMAR_0124,MMAR_0124,
MMAR_0052,MMAR_0052,
MMAR_0020,pstP,
MMAR_0021,MMAR_0021,
MMAR_0022,MMAR_0022,
MMAR_0013,MMAR_0013,
MMAR_0012,MMAR_0012,
MMAR_0125,MMAR_0125,
MMAR_1077,mmsB,
MMAR_0890,MMAR_0890,
MMAR_0892,MMAR_0892,
MMAR_5565,MMAR_5565,
MMAR_3180,MMAR_3180,
MMAR_3655,MMAR_3655,
MMAR_3696,mbtH_1,
MMAR_3787,MMAR_3787,
MMAR_5557,MMAR_5557,
MMAR_5399,MMAR_5399,
MMAR_0214,MMAR_0214,
MMAR_5487,ileT,
MMAR_0560,MMAR_0560,
MMAR_0225,MMAR_0225,
MMAR_0007,MMAR_0007,
MMAR_0010,MMAR_0010,
MMAR_2059,MMAR_2059,
MMAR_0972,nusG,
MMAR_0977,mmaA4,methyltransferase. involved in mycolic acids modification. catalyzes unusual S-adenosyl-methionine-dependent transformation of a cis-olefin mycolic acid into a secondary alcohol. catalyzes introduction of a hydroxyl group at the distal position on mycolic acid chains to produce the hydroxyl mycolate. mycolic acids represent a major constituent of the mycobacterial cell wall complex. methyl transfer results in formation of a secondary hydroxy group with an adjacent methyl branch; olefinic mycolic acid methyl transferase.
MMAR_3227,MMAR_3227,
MMAR_0025,MMAR_0025,
MMAR_2956,MMAR_2956,
MMAR_0054,MMAR_0054,
MMAR_0055,MMAR_0055,
MMAR_0981,lipG1,
MMAR_0058,MMAR_0058,
MMAR_0059,MMAR_0059,
MMAR_0060,MMAR_0060,
MMAR_0062,MMAR_0062,
MMAR_0063,MMAR_0063,
MMAR_0064,MMAR_0064,
MMAR_0137,MMAR_0137,
MMAR_0066,MMAR_0066,
MMAR_0067,MMAR_0067,
MMAR_0068,MMAR_0068,
MMAR_0056,mtc28,
MMAR_1126,groEL1,
MMAR_0071,MMAR_0071,
MMAR_0072,rpsF,
MMAR_0073,ssb,
MMAR_0076,dnaB,
MMAR_0077,MMAR_0077,
MMAR_0078,MMAR_0078,
MMAR_0081,coxM_2,
MMAR_0082,coxS_2,
MMAR_0083,MMAR_0083,
MMAR_0075,rplI,
MMAR_2740,MMAR_2740,
MMAR_0074,rpsR1,
MMAR_0086,MMAR_0086,
MMAR_0088,MMAR_0088,
MMAR_0089,MMAR_0089,
MMAR_0092,MMAR_0092,
MMAR_0095,mmpS5_3,
MMAR_0096,MMAR_0096,
MMAR_0097,MMAR_0097,
MMAR_2830,MMAR_2830,
MMAR_0100,MMAR_0100,
MMAR_0102,MMAR_0102,
MMAR_0103,MMAR_0103,
MMAR_0105,MMAR_0105,
MMAR_0106,MMAR_0106,
MMAR_0108,MMAR_0108,
MMAR_0109,MMAR_0109,
MMAR_0110,MMAR_0110,
MMAR_0111,MMAR_0111,
MMAR_0982,MMAR_0982,
MMAR_0099,MMAR_0099,
MMAR_4476,pks16,
MMAR_0113,MMAR_0113,
MMAR_0116,MMAR_0116,
MMAR_0117,MMAR_0117,
MMAR_0118,MMAR_0118,
MMAR_0119,MMAR_0119,
MMAR_0120,MMAR_0120,
MMAR_0992,MMAR_0992,
MMAR_0115,MMAR_0115,
MMAR_1549,MMAR_1549,
MMAR_0129,MMAR_0129,"unknown, but the MmoB/DmpM family consists of monooxygenase components such as MmoB methane monooxygenase regulatory protein B. When MmoB is present at low concentration it converts methane monooxygenase from an oxidase to a hydroxylase and stabilises intermediates required for the activation of dioxygen."
MMAR_0130,MMAR_0130,
MMAR_0131,MMAR_0131,
MMAR_0132,MMAR_0132,
MMAR_0133,MMAR_0133,
MMAR_0134,MMAR_0134,
MMAR_0135,rppH,
MMAR_0136,MMAR_0136,
MMAR_5583,MMAR_5583,
MMAR_0140,MMAR_0140,
MMAR_0142,ltp1_1,
MMAR_0143,MMAR_0143,
MMAR_0144,MMAR_0144,
MMAR_0145,MMAR_0145,
MMAR_0226,MMAR_0226,
MMAR_0146,MMAR_0146,
MMAR_0147,MMAR_0147,
MMAR_0148,MMAR_0148,
MMAR_0149,fadE25_2,
MMAR_0150,MMAR_0150,
MMAR_0151,eis1,
MMAR_0152,MMAR_0152,
MMAR_0153,MMAR_0153,
MMAR_0141,MMAR_0141,
MMAR_0204,MMAR_0204,
MMAR_0156,fadE2_1,
MMAR_0157,cyaA,
MMAR_0159,MMAR_0159,
MMAR_0160,MMAR_0160,
MMAR_0161,MMAR_0161,
MMAR_0162,MMAR_0162,
MMAR_0163,MMAR_0163,
MMAR_0164,MMAR_0164,
MMAR_0165,MMAR_0165,
MMAR_1641,nrdI,
MMAR_0166,gabT_2,
MMAR_0184,MMAR_0184,
MMAR_0185,PE35,
MMAR_0169,MMAR_0169,
MMAR_0170,MMAR_0170,
MMAR_0172,MMAR_0172,
MMAR_0173,MMAR_0173,
MMAR_0174,pks16_1,
MMAR_0175,yrbE6A,
MMAR_0176,yrbE6B,
MMAR_0177,mce6A,
MMAR_1000,lpqP,
MMAR_0178,mce6B,
MMAR_0179,mce6C,
MMAR_0180,mce6D,
MMAR_0210,gcvT_1,
MMAR_0183,MMAR_0183,
MMAR_0187,esxB_1,
MMAR_0188,esxA_1,
MMAR_0189,esxA_3,
MMAR_0190,MMAR_0190,
MMAR_0193,MMAR_0193,
MMAR_0194,MMAR_0194,
MMAR_0195,esxB_2,
MMAR_0196,esxA_2,
MMAR_0197,MMAR_0197,
MMAR_0198,MMAR_0198,
MMAR_0292,rpmB2,
MMAR_0199,MMAR_0199,
MMAR_0201,MMAR_0201,
MMAR_0301,MMAR_0301,
MMAR_0203,MMAR_0203,
MMAR_1036,rplV,
MMAR_0207,sdaA,
MMAR_0208,glyA2,
MMAR_0209,gcvH_1,
MMAR_5544,MMAR_5544,
MMAR_0215,MMAR_0215,
MMAR_0216,MMAR_0216,
MMAR_0217,MMAR_0217,
MMAR_0218,MMAR_0218,
MMAR_0219,MMAR_0219,
MMAR_0220,MMAR_0220,
MMAR_0221,MMAR_0221,
MMAR_1033,rplW,
MMAR_0223,MMAR_0223,
MMAR_0224,MMAR_0224,
MMAR_0227,lpqP_1,
MMAR_0228,MMAR_0228,
MMAR_0229,MMAR_0229,
MMAR_0232,MMAR_0232,
MMAR_0233,MMAR_0233,
MMAR_0234,MMAR_0234,
MMAR_0235,MMAR_0235,
MMAR_0237,MMAR_0237,
MMAR_0238,MMAR_0238,
MMAR_0240,MMAR_0240,
MMAR_0243,MMAR_0243,
MMAR_0244,MMAR_0244,
MMAR_0245,echA8_7,
MMAR_0246,MMAR_0246,
MMAR_0247,MMAR_0247,
MMAR_0248,MMAR_0248,
MMAR_0249,MMAR_0249,
MMAR_0332,MMAR_0332,
MMAR_0250,MMAR_0250,
MMAR_0251,mtn,responsible for cleavage of the glycosidic bond in both 5'-methylthioadenosine (MTA) and s-adenosylhomocysteine (sah) [catalytic activity 1: methylthioadenosine + H2O = adenine + 5-methylthio-D-ribose] [catalytic activity 2: S-adenosyl-L-homocysteine + H2O = adenine + S-D-ribosyl-L-homocysteine].
MMAR_0253,MMAR_0253,
MMAR_0254,MMAR_0254,
MMAR_0275,gcpE_2,
MMAR_0259,MMAR_0259,
MMAR_0260,MMAR_0260,
MMAR_0261,PPE1,
MMAR_0262,omt_1,
MMAR_0263,MMAR_0263,
MMAR_0265,sigC_1,
MMAR_0266,MMAR_0266,
MMAR_0267,MMAR_0267,
MMAR_0268,MMAR_0268,
MMAR_0257,MMAR_0257,
MMAR_4579,pstC2,
MMAR_0597,MMAR_0597,
MMAR_0272,cyp226B1,
MMAR_0273,MMAR_0273,
MMAR_0274,cyp271A1,
MMAR_0287,MMAR_0287,
MMAR_0277,lytB2,
MMAR_0278,MMAR_0278,
MMAR_1696,MMAR_1696,
MMAR_0279,MMAR_0279,
MMAR_0271,MMAR_0271,
MMAR_1002,echA4,
MMAR_0294,rpmE_1,
MMAR_0290,rpsN2,
MMAR_0289,rpsR2,
MMAR_0296,fadD12_2,
MMAR_0298,MMAR_0298,
MMAR_0299,PE_PGRS1,
MMAR_0300,MMAR_0300,
MMAR_0302,MMAR_0302,
MMAR_0303,MMAR_0303,
MMAR_0304,MMAR_0304,
MMAR_0544,PE5,
MMAR_0306,MMAR_0306,
MMAR_0307,MMAR_0307,
MMAR_0352,MMAR_0352,
MMAR_0308,MMAR_0308,
MMAR_0310,MMAR_0310,
MMAR_0311,MMAR_0311,
MMAR_0312,MMAR_0312,
MMAR_0313,MMAR_0313,
MMAR_0314,MMAR_0314,
MMAR_0316,MMAR_0316,
MMAR_0317,oxyS,
MMAR_0336,desA3_2,
MMAR_0337,MMAR_0337,
MMAR_2962,MMAR_2962,
MMAR_0320,MMAR_0320,
MMAR_0322,MMAR_0322,
MMAR_0323,MMAR_0323,
MMAR_0324,pepA,
MMAR_0326,MMAR_0326,
MMAR_0327,MMAR_0327,
MMAR_0328,fbpC,"proteins of the antigen 85 complex are responsible for the high affinity of mycobacteria to fibronectin. possesses a mycolyltransferase activity required for the biogenesis of trehalose dimycolate (cord factor), a dominant structure necessary for maintaining cell wall integrity."
MMAR_0329,MMAR_0329,
MMAR_0330,MMAR_0330,
MMAR_0334,MMAR_0334,
MMAR_0339,MMAR_0339,
MMAR_0340,MMAR_0340,
MMAR_0341,MMAR_0341,
MMAR_0342,ephF,
MMAR_0343,MMAR_0343,
MMAR_0344,MMAR_0344,
MMAR_0345,MMAR_0345,
MMAR_0348,MMAR_0348,
MMAR_0349,MMAR_0349,
MMAR_0350,MMAR_0350,
MMAR_0351,MMAR_0351,
MMAR_0398,MMAR_0398,
MMAR_1086,rpmJ,
MMAR_0354,MMAR_0354,
MMAR_0355,MMAR_0355,
MMAR_1039,rpmC,
MMAR_0360,MMAR_0360,
MMAR_0347,msrA,has an important function as a repair enzyme for proteins that have been inactivated by oxidation. catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine [catalytic activity: protein L-methionine + oxidized thioredoxin = protein L-methionine S-oxide + reduced thioredoxin].
MMAR_0356,MMAR_0356,
MMAR_0357,MMAR_0357,
MMAR_3229,MMAR_3229,
MMAR_0358,MMAR_0358,
MMAR_0362,MMAR_0362,
MMAR_0363,MMAR_0363,
MMAR_0364,MMAR_0364,
MMAR_0367,MMAR_0367,
MMAR_0368,MMAR_0368,
MMAR_0371,MMAR_0371,
MMAR_0372,MMAR_0372,
MMAR_0369,MMAR_0369,
MMAR_0374,fadE2,
MMAR_0375,MMAR_0375,
MMAR_0376,MMAR_0376,
MMAR_0377,pntAa,
MMAR_0378,pntAb,
MMAR_0379,pntB,
MMAR_0380,MMAR_0380,
MMAR_0381,MMAR_0381,
MMAR_0382,MMAR_0382,
MMAR_0732,MMAR_0732,
MMAR_0383,MMAR_0383,
MMAR_0384,PE4,
MMAR_0385,MMAR_0385,
MMAR_0386,MMAR_0386,
MMAR_0439,MMAR_0439,
MMAR_0389,MMAR_0389,
MMAR_0390,MMAR_0390,
MMAR_0391,MMAR_0391,
MMAR_0392,MMAR_0392,
MMAR_0393,MMAR_0393,
MMAR_0394,MMAR_0394,
MMAR_0395,MMAR_0395,
MMAR_0396,MMAR_0396,
MMAR_0397,MMAR_0397,
MMAR_0400,MMAR_0400,
MMAR_0401,MMAR_0401,
MMAR_0402,MMAR_0402,
MMAR_1375,atsD_1,
MMAR_0440,MMAR_0440,
MMAR_0406,MMAR_0406,
MMAR_0407,MMAR_0407,
MMAR_0408,MMAR_0408,
MMAR_0410,yrbE1A,
MMAR_0411,yrbE1B,
MMAR_0413,mce1B,
MMAR_0414,mce1C,
MMAR_0415,mce1D,
MMAR_0418,MMAR_0418,
MMAR_0419,MMAR_0419,
MMAR_0421,MMAR_0421,
MMAR_0422,lprO,
MMAR_0455,fadE3_2,
MMAR_0424,MMAR_0424,
MMAR_0425,MMAR_0425,
MMAR_0426,sigG,
MMAR_0427,MMAR_0427,
MMAR_0428,MMAR_0428,
MMAR_0429,MMAR_0429,
MMAR_0471,MMAR_0471,
MMAR_0416,lprK,
MMAR_1438,MMAR_1438,
MMAR_0433,MMAR_0433,
MMAR_0435,MMAR_0435,
MMAR_0436,MMAR_0436,
MMAR_3230,MMAR_3230,
MMAR_0437,MMAR_0437,
MMAR_0457,MMAR_0457,
MMAR_0443,MMAR_0443,
MMAR_0444,MMAR_0444,
MMAR_0445,MMAR_0445,
MMAR_0447,MMAR_0447,
MMAR_0448,MMAR_0448,
MMAR_0449,MMAR_0449,
MMAR_0450,MMAR_0450,
MMAR_0485,MMAR_0485,
